date,time,away_team,home_team,bart_predicted_winner,bart_ttq,bart_win_prob_home,bart_win_prob_away,bart_spread_home,bart_total,bart_predicted_score_away,bart_predicted_score_home,kalshi_event_ticker_moneyline,kalshi_win_prob_away,kalshi_win_prob_home,kalshi_moneyline_away,kalshi_moneyline_home,kalshi_event_ticker_spread,kalshi_median_home_margin,kalshi_implied_spread_home,diff_spread_bart_minus_kalshi,kalshi_event_ticker_total,kalshi_median_total,diff_total_bart_minus_kalshi,kalshi_implied_score_away,kalshi_implied_score_home
20260119,03:00 PM,Providence,Marquette,Providence,75.0,0.45999999999999996,0.54,1.1,173,87,86,KXNCAAMBGAME-26JAN19PROVMARQ,0.01,0.99,9900,-9900,KXNCAAMBSPREAD-26JAN19PROVMARQ,-0.5,0.5,0.6000000000000001,KXNCAAMBTOTAL-26JAN19PROVMARQ,182.5,-9.5,91.5,91.0
20260119,02:00 PM,George Washington,George Mason,George Mason,67.0,0.57,0.43000000000000005,-1.9,158,78,80,KXNCAAMBGAME-26JAN19GWGMU,0.01,0.99,9900,-9900,KXNCAAMBSPREAD-26JAN19GWGMU,4.0,-4.0,2.1,KXNCAAMBTOTAL-26JAN19GWGMU,137.5,20.5,66.75,70.75
20260119,01:00 PM,McNeese St.,Texas A&M Corpus Chris,McNeese St.,57.0,0.41000000000000003,0.59,2.2,138,70,68,KXNCAAMBGAME-26JAN19MCNSAMCC,,,,,KXNCAAMBSPREAD-26JAN19MCNSAMCC,,,,KXNCAAMBTOTAL-26JAN19MCNSAMCC,156.5,-18.5,,
20260119,05:00 PM,Montana St.,Northern Colorado,Northern Colorado,56.0,0.6,0.4,-2.6,151,74,77,KXNCAAMBGAME-26JAN19MTSTUNCO,0.665,0.335,-199,199,KXNCAAMBSPREAD-26JAN19MTSTUNCO,-3.642857142857142,3.642857142857142,-6.242857142857142,KXNCAAMBTOTAL-26JAN19MTSTUNCO,149.5,1.5,76.57142857142857,72.92857142857143
20260119,11:00 AM,Cornell,Brown,Brown,54.0,0.58,0.42000000000000004,-2.3,164,81,83,KXNCAAMBGAME-26JAN19CORBRWN,0.99,0.01,-9900,9900,KXNCAAMBSPREAD-26JAN19CORBRWN,-16.5,16.5,-18.8,KXNCAAMBTOTAL-26JAN19CORBRWN,156.0,8.0,86.25,69.75
20260119,12:00 PM,LIU,Le Moyne,LIU,51.0,0.5,0.5,0.1,153,77,76,KXNCAAMBGAME-26JAN19LIULMC,0.01,0.99,9900,-9900,KXNCAAMBSPREAD-26JAN19LIULMC,7.0,-7.0,7.1,KXNCAAMBTOTAL-26JAN19LIULMC,161.0,-8.0,77.0,84.0
20260119,04:30 PM,Stephen F. Austin,Nicholls St.,Stephen F. Austin,51.0,0.31000000000000005,0.69,5.0,147,76,71,KXNCAAMBGAME-26JAN19SFANICH,0.99,0.01,-9900,9900,KXNCAAMBSPREAD-26JAN19SFANICH,-11.5,11.5,-6.5,KXNCAAMBTOTAL-26JAN19SFANICH,142.07142857142858,4.928571428571416,76.78571428571429,65.28571428571429
20260119,11:00 AM,Penn,Harvard,Harvard,49.0,0.62,0.38,-3.0,149,73,76,KXNCAAMBGAME-26JAN19PENNHARV,0.01,0.99,9900,-9900,KXNCAAMBSPREAD-26JAN19PENNHARV,1.2692307692307692,-1.2692307692307692,-1.7307692307692308,KXNCAAMBTOTAL-26JAN19PENNHARV,163.5,-14.5,81.11538461538461,82.38461538461539
20260119,12:00 PM,Saint Joseph's,VCU,VCU,47.0,0.88,0.12,-14.1,154,70,84,KXNCAAMBGAME-26JAN19JOESVCU,0.01,0.99,9900,-9900,KXNCAAMBSPREAD-26JAN19JOESVCU,8.0,-8.0,-6.1,KXNCAAMBTOTAL-26JAN19JOESVCU,152.0,2.0,72.0,80.0
20260119,03:30 PM,Bethune Cookman,Arkansas Pine Bluff,Arkansas Pine Bluff,47.0,0.58,0.42000000000000004,-2.3,159,78,81,KXNCAAMBGAME-26JAN19COOKARPB,0.99,0.01,-9900,9900,KXNCAAMBSPREAD-26JAN19COOKARPB,-5.0,5.0,-7.3,KXNCAAMBTOTAL-26JAN19COOKARPB,168.0,-9.0,86.5,81.5
20260119,10:00 AM,Vermont,Albany,Vermont,45.0,0.48,0.52,0.6,147,74,73,KXNCAAMBGAME-26JAN19UVMALBY,0.01,,9900,,KXNCAAMBSPREAD-26JAN19UVMALBY,-20.5,20.5,-19.9,KXNCAAMBTOTAL-26JAN19UVMALBY,143.0,4.0,81.75,61.25
20260119,12:00 PM,Prairie View A&M,Alcorn St.,Prairie View A&M,45.0,0.48,0.52,0.6,163,82,81,KXNCAAMBGAME-26JAN19PVALCN,0.01,0.99,9900,-9900,KXNCAAMBSPREAD-26JAN19PVALCN,-0.5,0.5,0.09999999999999998,KXNCAAMBTOTAL-26JAN19PVALCN,152.0,11.0,76.25,75.75
20260119,11:00 AM,Iona,Saint Peter's,Saint Peter's,44.0,0.64,0.36,-3.5,143,70,73,KXNCAAMBGAME-26JAN19IONASPC,0.01,0.99,9900,-9900,KXNCAAMBSPREAD-26JAN19IONASPC,14.0,-14.0,10.5,KXNCAAMBTOTAL-26JAN19IONASPC,140.5,2.5,63.25,77.25
20260119,05:00 PM,Lamar,New Orleans,New Orleans,44.0,0.66,0.33999999999999997,-4.2,149,72,77,KXNCAAMBGAME-26JAN19LAMUNO,0.43,0.585,133,-141,KXNCAAMBSPREAD-26JAN19LAMUNO,7.0,-7.0,2.8,KXNCAAMBTOTAL-26JAN19LAMUNO,152.0,-3.0,72.5,79.5
20260119,11:00 AM,Columbia,Yale,Yale,43.0,0.83,0.17000000000000004,-11.4,155,72,83,KXNCAAMBGAME-26JAN19CLMBYALE,0.01,0.99,9900,-9900,KXNCAAMBSPREAD-26JAN19CLMBYALE,16.0,-16.0,4.6,KXNCAAMBTOTAL-26JAN19CLMBYALE,165.0,-10.0,74.5,90.5
20260119,02:00 PM,Alabama A&M,Alabama St.,Alabama St.,43.0,0.51,0.49,-0.3,147,73,74,KXNCAAMBGAME-26JAN19AAMUALST,0.99,0.01,-9900,9900,KXNCAAMBSPREAD-26JAN19AAMUALST,-4.0,4.0,-4.3,KXNCAAMBTOTAL-26JAN19AAMUALST,142.5,4.5,73.25,69.25
20260119,03:00 PM,Princeton,Dartmouth,Dartmouth,43.0,0.68,0.31999999999999995,-4.7,145,70,75,KXNCAAMBGAME-26JAN19PRINDART,0.01,0.99,9900,-9900,KXNCAAMBSPREAD-26JAN19PRINDART,3.0,-3.0,-1.7000000000000002,KXNCAAMBTOTAL-26JAN19PRINDART,140.5,4.5,68.75,71.75
20260119,10:00 AM,Drexel,Towson,Towson,42.0,0.64,0.36,-3.0,121,59,62,KXNCAAMBGAME-26JAN19DREXTOWS,0.01,0.99,9900,-9900,KXNCAAMBSPREAD-26JAN19DREXTOWS,-4.440892098500626e-16,4.440892098500626e-16,-3.0000000000000004,KXNCAAMBTOTAL-26JAN19DREXTOWS,118.0,3.0,59.0,59.0
20260119,08:00 AM,Northeastern,Monmouth,Monmouth,41.0,0.68,0.31999999999999995,-4.8,149,72,77,KXNCAAMBGAME-26JAN19NEMONM,0.01,0.99,9900,-9900,KXNCAAMBSPREAD-26JAN19NEMONM,14.0,-14.0,9.2,KXNCAAMBTOTAL-26JAN19NEMONM,149.0,0.0,67.5,81.5
20260119,05:00 PM,Montana,Northern Arizona,Montana,39.0,0.31000000000000005,0.69,4.9,143,74,69,KXNCAAMBGAME-26JAN19MONTNAU,0.985,0.025,-6567,3900,KXNCAAMBSPREAD-26JAN19MONTNAU,-19.5,19.5,-14.6,KXNCAAMBTOTAL-26JAN19MONTNAU,159.05555555555554,-16.055555555555543,89.27777777777777,69.77777777777777
20260119,11:00 AM,Merrimack,Marist,Marist,38.0,0.83,0.17000000000000004,-9.2,126,58,68,KXNCAAMBGAME-26JAN19MRMKMRST,0.99,0.01,-9900,9900,KXNCAAMBSPREAD-26JAN19MRMKMRST,6.5,-6.5,-2.6999999999999993,KXNCAAMBTOTAL-26JAN19MRMKMRST,122.0,4.0,57.75,64.25
