date,time,away_team,home_team,bart_predicted_winner,bart_ttq,bart_win_prob_home,bart_win_prob_away,bart_spread_home,bart_total,bart_predicted_score_away,bart_predicted_score_home,kalshi_event_ticker_moneyline,kalshi_win_prob_away,kalshi_win_prob_home,kalshi_moneyline_away,kalshi_moneyline_home,kalshi_event_ticker_spread,kalshi_median_home_margin,kalshi_implied_spread_home,diff_spread_bart_minus_kalshi,kalshi_event_ticker_total,kalshi_median_total,diff_total_bart_minus_kalshi,kalshi_implied_score_away,kalshi_implied_score_home
20260109,07:00 PM,Akron,Bowling Green,Akron,76.0,0.49,0.51,0.4,167,84,83,KXNCAAMBGAME-26JAN09AKRBGSU,0.65,0.355,-186,182,KXNCAAMBSPREAD-26JAN09AKRBGSU,-4.833333333333334,4.833333333333334,-4.433333333333334,KXNCAAMBTOTAL-26JAN09AKRBGSU,162.71428571428572,4.285714285714278,83.77380952380953,78.94047619047619
20260109,07:30 PM,USC,Minnesota,Minnesota,70.0,0.61,0.39,-2.9,143,70,73,KXNCAAMBGAME-26JAN09USCMINN,0.39,0.61,156,-156,KXNCAAMBSPREAD-26JAN09USCMINN,3.2200000000000006,-3.2200000000000006,0.32000000000000073,KXNCAAMBTOTAL-26JAN09USCMINN,146.83333333333334,-3.833333333333343,71.80666666666667,75.02666666666667
20260109,05:00 PM,Miami OH,Toledo,Miami OH,65.0,0.43000000000000005,0.57,1.9,166,84,82,KXNCAAMBGAME-26JAN09MOHTOL,,0.405,,147,KXNCAAMBSPREAD-26JAN09MOHTOL,2.5,-2.5,4.4,KXNCAAMBTOTAL-26JAN09MOHTOL,168.5,-2.5,83.0,85.5
20260109,07:00 PM,Northern Kentucky,Milwaukee,Milwaukee,52.0,0.6,0.4,-2.7,156,77,79,KXNCAAMBGAME-26JAN09NKUMILW,0.435,0.58,130,-138,KXNCAAMBSPREAD-26JAN09NKUMILW,3.5,-3.5,0.7999999999999998,KXNCAAMBTOTAL-26JAN09NKUMILW,157.1875,-1.1875,76.84375,80.34375
20260109,09:00 PM,UNLV,Colorado St.,Colorado St.,49.0,0.79,0.20999999999999996,-8.9,155,73,82,KXNCAAMBGAME-26JAN09UNLVCSU,0.285,0.725,251,-264,KXNCAAMBSPREAD-26JAN09UNLVCSU,6.456521739130435,-6.456521739130435,-2.4434782608695658,KXNCAAMBTOTAL-26JAN09UNLVCSU,151.5,3.5,72.52173913043478,78.97826086956522
20260109,06:00 PM,Wright St.,Detroit Mercy,Wright St.,48.0,0.32999999999999996,0.67,4.5,146,75,71,KXNCAAMBGAME-26JAN09WRSTDET,0.685,0.325,-217,208,KXNCAAMBSPREAD-26JAN09WRSTDET,-5.82,5.82,-1.3200000000000003,KXNCAAMBTOTAL-26JAN09WRSTDET,148.1,-2.0999999999999943,76.96,71.14
20260109,06:00 PM,Saint Peter's,Mount St. Mary's,Mount St. Mary's,43.0,0.55,0.44999999999999996,-1.2,136,67,69,KXNCAAMBGAME-26JAN09SPCMSM,0.525,0.465,-111,115,KXNCAAMBSPREAD-26JAN09SPCMSM,-0.681818181818181,0.681818181818181,-1.881818181818181,KXNCAAMBTOTAL-26JAN09SPCMSM,139.5,-3.5,70.0909090909091,69.4090909090909
20260109,06:00 PM,Marist,Sacred Heart,Marist,33.0,0.21999999999999997,0.78,7.5,136,72,64,KXNCAAMBGAME-26JAN09MRSTSHU,0.695,0.305,-228,228,KXNCAAMBSPREAD-26JAN09MRSTSHU,-5.785714285714285,5.785714285714285,1.7142857142857153,KXNCAAMBTOTAL-26JAN09MRSTSHU,141.5,-5.5,73.64285714285714,67.85714285714286
20260109,06:00 PM,Merrimack,Siena,Siena,32.0,0.78,0.21999999999999997,-7.2,128,60,68,KXNCAAMBGAME-26JAN09MRMKSIE,0.305,0.69,228,-223,KXNCAAMBSPREAD-26JAN09MRMKSIE,5.730769230769231,-5.730769230769231,-1.4692307692307693,KXNCAAMBTOTAL-26JAN09MRMKSIE,134.5625,-6.5625,64.41586538461539,70.14663461538461
20260109,06:00 PM,Cleveland St.,Oakland,Oakland,29.0,0.91,0.08999999999999997,-20.0,178,79,99,KXNCAAMBGAME-26JAN09CLEVOAK,0.085,0.915,1076,-1076,KXNCAAMBSPREAD-26JAN09CLEVOAK,15.181818181818182,-15.181818181818182,-4.818181818181818,KXNCAAMBTOTAL-26JAN09CLEVOAK,170.5,7.5,77.6590909090909,92.8409090909091
20260109,06:00 PM,IU Indy,Green Bay,Green Bay,26.0,0.85,0.15000000000000002,-13.2,168,77,91,KXNCAAMBGAME-26JAN09IUINGB,0.28,0.725,257,-264,,,,,,,,,
20260109,06:00 PM,Canisius,Manhattan,Manhattan,21.0,0.76,0.24,-7.3,143,68,75,KXNCAAMBGAME-26JAN09CANMAN,0.255,0.755,292,-308,KXNCAAMBSPREAD-26JAN09CANMAN,7.357142857142858,-7.357142857142858,0.05714285714285783,KXNCAAMBTOTAL-26JAN09CANMAN,145.65,-2.6500000000000057,69.14642857142857,76.50357142857143
20260109,06:00 PM,Rider,Fairfield,Fairfield,18.0,0.83,0.17000000000000004,-9.9,143,67,76,KXNCAAMBGAME-26JAN09RIDFAIR,0.215,0.785,365,-365,KXNCAAMBSPREAD-26JAN09RIDFAIR,8.35,-8.35,-1.5500000000000007,KXNCAAMBTOTAL-26JAN09RIDFAIR,144.5,-1.5,68.075,76.425
20260109,06:00 PM,Niagara,Iona,Iona,14.0,0.93,0.06999999999999995,-16.6,142,63,79,KXNCAAMBGAME-26JAN09NIAGIONA,0.175,0.84,471,-525,KXNCAAMBSPREAD-26JAN09NIAGIONA,10.181818181818182,-10.181818181818182,-6.41818181818182,KXNCAAMBTOTAL-26JAN09NIAGIONA,140.625,1.375,65.2215909090909,75.4034090909091
