date,time,away_team,home_team,bart_predicted_winner,bart_ttq,bart_win_prob_home,bart_win_prob_away,bart_spread_home,bart_total,bart_predicted_score_away,bart_predicted_score_home,kalshi_event_ticker_moneyline,kalshi_win_prob_away,kalshi_win_prob_home,kalshi_moneyline_away,kalshi_moneyline_home,kalshi_event_ticker_spread,kalshi_median_home_margin,kalshi_implied_spread_home,diff_spread_bart_minus_kalshi,kalshi_event_ticker_total,kalshi_median_total,diff_total_bart_minus_kalshi,kalshi_implied_score_away,kalshi_implied_score_home
20260110,05:00 PM,Arkansas,Auburn,Auburn,91.0,0.51,0.49,-0.3,175,87,88,KXNCAAMBGAME-26JAN10ARKAUB,0.435,0.565,130,-130,KXNCAAMBSPREAD-26JAN10ARKAUB,2.029411764705882,-2.029411764705882,1.7294117647058818,KXNCAAMBTOTAL-26JAN10ARKAUB,169.7,5.300000000000011,83.83529411764705,85.86470588235294
20260110,11:00 AM,Tennessee,Florida,Florida,89.0,0.61,0.39,-2.9,145,71,74,KXNCAAMBGAME-26JAN10TENNFLA,0.075,0.925,1233,-1233,KXNCAAMBSPREAD-26JAN10TENNFLA,14.86734693877551,-14.86734693877551,11.96734693877551,KXNCAAMBTOTAL-26JAN10TENNFLA,149.25,-4.25,67.19132653061224,82.05867346938776
20260110,01:00 PM,St. John's,Creighton,St. John's,87.0,0.48,0.52,0.5,149,75,74,KXNCAAMBGAME-26JAN10SJUCREI,0.505,0.505,-102,-102,KXNCAAMBSPREAD-26JAN10SJUCREI,-0.5000000000000011,0.5000000000000011,-1.1102230246251565e-15,KXNCAAMBTOTAL-26JAN10SJUCREI,152.57142857142858,-3.5714285714285836,76.53571428571429,76.03571428571429
20260110,11:00 AM,Nebraska,Indiana,Indiana,82.0,0.67,0.32999999999999996,-4.7,147,71,76,KXNCAAMBGAME-26JAN10NEBIND,0.095,0.91,953,-1011,KXNCAAMBSPREAD-26JAN10NEBIND,10.666666666666668,-10.666666666666668,5.966666666666668,KXNCAAMBTOTAL-26JAN10NEBIND,154.3125,-7.3125,71.82291666666667,82.48958333333333
20260110,08:00 PM,Utah St.,Boise St.,Utah St.,81.0,0.47,0.53,0.7,145,73,72,KXNCAAMBGAME-26JAN10USUBSU,0.54,0.46,-117,117,KXNCAAMBSPREAD-26JAN10USUBSU,-1.9090909090909096,1.9090909090909096,-1.2090909090909097,KXNCAAMBTOTAL-26JAN10USUBSU,147.28571428571428,-2.2857142857142776,74.59740259740259,72.68831168831169
20260110,01:00 PM,Georgia,South Carolina,Georgia,81.0,0.43999999999999995,0.56,1.7,162,82,80,KXNCAAMBGAME-26JAN10UGASCAR,0.645,0.365,-182,174,KXNCAAMBSPREAD-26JAN10UGASCAR,-4.53448275862069,4.53448275862069,-2.83448275862069,KXNCAAMBTOTAL-26JAN10UGASCAR,163.66666666666666,-1.6666666666666572,84.10057471264368,79.56609195402298
20260110,03:00 PM,Arizona,TCU,Arizona,79.0,0.25,0.75,7.2,149,78,71,KXNCAAMBGAME-26JAN10ARIZTCU,0.735,0.27,-277,270,KXNCAAMBSPREAD-26JAN10ARIZTCU,-6.750000000000001,6.750000000000001,0.4499999999999993,KXNCAAMBTOTAL-26JAN10ARIZTCU,155.3,-6.300000000000011,81.025,74.275
20260110,12:00 PM,Houston,Baylor,Houston,75.0,0.30000000000000004,0.7,5.3,145,75,70,KXNCAAMBGAME-26JAN10HOUBAY,0.42,0.58,138,-138,KXNCAAMBSPREAD-26JAN10HOUBAY,-0.16666666666666652,0.16666666666666652,5.133333333333333,KXNCAAMBTOTAL-26JAN10HOUBAY,146.92857142857142,-1.9285714285714164,73.54761904761904,73.38095238095238
20260110,03:00 PM,Providence,Xavier,Providence,75.0,0.47,0.53,0.9,173,87,86,KXNCAAMBGAME-26JAN10PROVXAV,0.555,0.45,-125,122,KXNCAAMBSPREAD-26JAN10PROVXAV,-2.021739130434783,2.021739130434783,-1.1217391304347832,KXNCAAMBTOTAL-26JAN10PROVXAV,166.08823529411765,6.911764705882348,84.05498721227622,82.03324808184144
20260110,02:00 PM,Kansas St.,Arizona St.,Arizona St.,75.0,0.56,0.43999999999999995,-1.8,170,84,86,KXNCAAMBGAME-26JAN10KSUASU,0.45,0.545,122,-120,KXNCAAMBSPREAD-26JAN10KSUASU,2.021739130434783,-2.021739130434783,0.2217391304347831,KXNCAAMBTOTAL-26JAN10KSUASU,168.02941176470588,1.970588235294116,83.00383631713555,85.02557544757033
20260110,01:00 PM,SMU,Duke,Duke,74.0,0.79,0.20999999999999996,-9.2,159,75,84,KXNCAAMBGAME-26JAN10SMUDUKE,0.085,0.915,1076,-1076,KXNCAAMBSPREAD-26JAN10SMUDUKE,15.357142857142858,-15.357142857142858,6.157142857142858,KXNCAAMBTOTAL-26JAN10SMUDUKE,156.92307692307693,2.076923076923066,70.78296703296704,86.1401098901099
20260110,12:00 PM,Wisconsin,Michigan,Michigan,74.0,0.96,0.040000000000000036,-22.9,163,70,93,KXNCAAMBGAME-26JAN10WISMICH,0.045,0.96,2122,-2400,KXNCAAMBSPREAD-26JAN10WISMICH,21.8,-21.8,-1.0999999999999979,KXNCAAMBTOTAL-26JAN10WISMICH,170.46774193548387,-7.467741935483872,74.33387096774193,96.13387096774194
20260110,05:00 PM,Clemson,Notre Dame,Clemson,73.0,0.42000000000000004,0.58,1.9,130,66,64,KXNCAAMBGAME-26JAN10CLEMND,0.59,0.405,-144,147,KXNCAAMBSPREAD-26JAN10CLEMND,-3.1250000000000004,3.1250000000000004,-1.2250000000000005,KXNCAAMBTOTAL-26JAN10CLEMND,134.1315789473684,-4.131578947368411,68.6282894736842,65.5032894736842
