date,time,away_team,home_team,bart_predicted_winner,bart_ttq,bart_spread_home,bart_total,bart_predicted_score_away,bart_predicted_score_home,kalshi_event_ticker_spread,kalshi_median_home_margin,kalshi_implied_spread_home,diff_spread_bart_minus_kalshi,pct_spread,kalshi_event_ticker_total,kalshi_median_total,diff_total_bart_minus_kalshi,pct_total,kalshi_implied_score_away,kalshi_implied_score_home,ev_pct_spread_home,ev_pct_spread_away,ev_pct_over,ev_pct_under
20260305,12:30 PM,Bethune Cookman,Florida A&M,Bethune Cookman,49.0,1.1,141,71,70,KXNCAAMBSPREAD-26MAR05COOKFAMU,0.41999999999999993,-0.41999999999999993,1.52,152.0,KXNCAAMBTOTAL-26MAR05COOKFAMU,143.96153846153845,-2.961538461538453,2.06,71.77076923076923,72.19076923076922,11.51,-11.51,-22.21,22.21
20260305,08:30 PM,Loyola Marymount,San Diego,Loyola Marymount,49.0,4.1,148,76,72,,,,,,,,,,,,,,,
20260305,05:30 PM,Utah Valley,Southern Utah,Utah Valley,48.0,7.6,155,81,74,KXNCAAMBSPREAD-26MAR05UVUSUU,-9.379999999999999,9.379999999999999,-1.7799999999999994,18.98,KXNCAAMBTOTAL-26MAR05UVUSUU,150.73076923076923,4.269230769230774,2.83,80.05538461538461,70.67538461538462,-13.46,13.46,31.57,-31.57
20260305,05:00 PM,Rutgers,Michigan St.,Michigan St.,48.0,-21.0,139,59,80,KXNCAAMBSPREAD-26MAR05RUTGMSU,19.07142857142857,-19.07142857142857,-1.9285714285714306,10.11,KXNCAAMBTOTAL-26MAR05RUTGMSU,141.3,-2.3000000000000114,1.63,61.11428571428572,80.18571428571428,-14.57,14.57,-17.34,17.34
20260305,06:00 PM,Kennesaw St.,UTEP,Kennesaw St.,47.0,3.3,147,75,72,KXNCAAMBSPREAD-26MAR05KENNUTEP,-2.630434782608696,2.630434782608696,0.669565217391304,25.45,KXNCAAMBTOTAL-26MAR05KENNUTEP,149.1,-2.0999999999999943,1.41,75.86521739130434,73.23478260869565,5.08,-5.08,-15.85,15.85
20260305,05:30 PM,Arkansas St.,Georgia Southern,Arkansas St.,47.0,7.1,170,89,81,,,,,,,,,,,,,,,
20260305,06:00 PM,Pepperdine,Portland,Portland,47.0,-3.4,149,73,76,KXNCAAMBSPREAD-26MAR05PEPPPORT,2.152173913043478,-2.152173913043478,-1.2478260869565219,57.98,KXNCAAMBTOTAL-26MAR05PEPPPORT,151.5625,-2.5625,1.69,74.70516304347827,76.85733695652173,-9.46,9.46,-19.28,19.28
20260305,01:30 PM,Drake,Southern Illinois,Southern Illinois,47.0,-5.6,143,69,74,KXNCAAMBSPREAD-26MAR05DRKESIU,5.543478260869565,-5.543478260869565,-0.056521739130434234,1.02,KXNCAAMBTOTAL-26MAR05DRKESIU,135.80769230769232,7.192307692307679,5.3,65.13210702341138,70.67558528428094,-0.43,0.43,50.66,-50.66
20260305,06:30 PM,South Dakota St.,St. Thomas,St. Thomas,46.0,-7.3,153,73,80,KXNCAAMBSPREAD-26MAR05SDSTUST,5.586956521739131,-5.586956521739131,-1.713043478260869,30.66,KXNCAAMBTOTAL-26MAR05SDSTUST,149.7,3.3000000000000114,2.2,72.05652173913043,77.64347826086956,-12.96,12.96,24.67,-24.67
20260305,05:30 PM,Southern,Alabama A&M,Alabama A&M,45.0,-1.2,149,74,75,KXNCAAMBSPREAD-26MAR05SOUAAMU,-0.8043478260869559,0.8043478260869559,-2.004347826086956,200.43,KXNCAAMBTOTAL-26MAR05SOUAAMU,150.0,-1.0,0.67,75.40217391304348,74.59782608695652,-15.14,15.14,-7.59,7.59
20260305,06:00 PM,Jacksonville St.,New Mexico St.,New Mexico St.,45.0,-3.9,140,68,72,KXNCAAMBSPREAD-26MAR05JVSTNMSU,5.045454545454546,-5.045454545454546,1.145454545454546,22.7,KXNCAAMBTOTAL-26MAR05JVSTNMSU,142.5,-2.5,1.75,68.72727272727273,73.77272727272727,8.69,-8.69,-18.82,18.82
20260305,04:00 PM,Tulsa,East Carolina,Tulsa,44.0,10.6,156,83,73,KXNCAAMBSPREAD-26MAR05TLSAECU,-9.363636363636363,9.363636363636363,1.2363636363636363,13.2,KXNCAAMBTOTAL-26MAR05TLSAECU,156.1,-0.09999999999999432,0.06,82.73181818181818,73.36818181818181,9.37,-9.37,-0.76,0.76
20260305,04:00 PM,Tulane,Temple,Temple,44.0,-5.2,142,68,74,KXNCAAMBSPREAD-26MAR05TULNTEM,4.375,-4.375,-0.8250000000000002,18.86,KXNCAAMBTOTAL-26MAR05TULNTEM,144.73529411764707,-2.735294117647072,1.89,70.18014705882354,74.55514705882354,-6.26,6.26,-20.55,20.55
20260305,03:00 PM,Iona,Sacred Heart,Iona,43.0,3.3,154,79,75,,,,,,,,,,,,,,,
20260305,07:00 PM,Cal Poly,UC Irvine,UC Irvine,42.0,-12.2,153,70,83,KXNCAAMBSPREAD-26MAR05CPUCI,9.375,-9.375,-2.8249999999999993,30.13,KXNCAAMBTOTAL-26MAR05CPUCI,155.4375,-2.4375,1.57,73.03125,82.40625,-21.21,21.21,-18.36,18.36
20260305,04:00 PM,Sam Houston St.,Delaware,Sam Houston St.,42.0,6.9,147,77,70,KXNCAAMBSPREAD-26MAR05SHSUDEL,-6.299999999999999,6.299999999999999,0.6000000000000014,9.52,KXNCAAMBTOTAL-26MAR05SHSUDEL,147.5,-0.5,0.34,76.9,70.6,4.56,-4.56,-3.8,3.8
20260305,06:00 PM,Arkansas Pine Bluff,Alcorn St.,Arkansas Pine Bluff,40.0,0.7,153,77,76,KXNCAAMBSPREAD-26MAR05ARPBALCN,-2.055555555555556,2.055555555555556,-1.3555555555555558,65.95,KXNCAAMBTOTAL-26MAR05ARPBALCN,164.5,-11.5,6.99,83.27777777777777,81.22222222222223,-10.27,10.27,-72.66,72.66
20260305,06:30 PM,Cal St. Northridge,Cal St. Bakersfield,Cal St. Northridge,39.0,8.3,166,87,79,KXNCAAMBSPREAD-26MAR05CSNCSB,-8.5,8.5,-0.1999999999999993,2.35,KXNCAAMBTOTAL-26MAR05CSNCSB,164.625,1.375,0.84,86.5625,78.0625,-1.52,1.52,10.42,-10.42
20260305,04:00 PM,American,Boston University,Boston University,38.0,-3.9,144,70,74,KXNCAAMBSPREAD-26MAR05AMERBU,3.1585365853658534,-3.1585365853658534,-0.7414634146341466,23.47,KXNCAAMBTOTAL-26MAR05AMERBU,142.16666666666666,1.8333333333333428,1.29,69.5040650406504,72.66260162601625,-5.63,5.63,13.86,-13.86
20260305,05:00 PM,Grambling St.,Alabama St.,Alabama St.,36.0,-3.9,138,67,71,KXNCAAMBSPREAD-26MAR05GRAMALST,3.5,-3.5,-0.3999999999999999,11.43,KXNCAAMBTOTAL-26MAR05GRAMALST,158.5,-20.5,12.93,77.5,81.0,-3.04,3.04,-94.91,94.91
20260305,04:00 PM,Howard,Norfolk St.,Howard,36.0,5.6,144,75,69,KXNCAAMBSPREAD-26MAR05HOWNORF,-5.75,5.75,-0.15000000000000036,2.61,KXNCAAMBTOTAL-26MAR05HOWNORF,145.2,-1.1999999999999886,0.83,75.475,69.725,-1.14,1.14,-9.1,9.1
20260305,09:00 PM,UC Riverside,Hawaii,Hawaii,36.0,-13.7,144,65,79,,,,,,,,,,,,,,,
20260305,05:00 PM,Prairie View A&M,Texas Southern,Texas Southern,34.0,-5.9,158,76,82,KXNCAAMBSPREAD-26MAR05PVTXSO,3.337209302325581,-3.337209302325581,-2.5627906976744192,76.79,KXNCAAMBTOTAL-26MAR05PVTXSO,170.5,-12.5,7.33,83.5813953488372,86.9186046511628,-19.28,19.28,-76.61,76.61
20260305,07:00 PM,Abilene Christian,Cal Baptist,Cal Baptist,34.0,-11.4,129,59,70,KXNCAAMBSPREAD-26MAR05ACCBU,8.954545454545453,-8.954545454545453,-2.445454545454547,27.31,KXNCAAMBTOTAL-26MAR05ACCBU,135.16666666666666,-6.166666666666657,4.56,63.1060606060606,72.06060606060606,-18.42,18.42,-44.3,44.3
20260305,04:00 PM,Louisiana Tech,Liberty,Liberty,32.0,-11.9,132,60,72,KXNCAAMBSPREAD-26MAR05LTLIB,9.120689655172415,-9.120689655172415,-2.7793103448275858,30.47,KXNCAAMBTOTAL-26MAR05LTLIB,137.5,-5.5,4.0,64.1896551724138,73.3103448275862,-20.88,20.88,-39.96,39.96
20260305,04:00 PM,North Dakota St.,Oral Roberts,North Dakota St.,32.0,10.9,145,78,67,,,,,,,,,,,,,,,
20260305,05:30 PM,Fairfield,Manhattan,Fairfield,29.0,6.4,155,81,74,,,,,,,,,,,,,,,
20260305,06:30 PM,Evansville,Northern Iowa,Northern Iowa,27.0,-12.8,126,57,69,KXNCAAMBSPREAD-26MAR05EVANUNI,14.5,-14.5,1.6999999999999993,11.72,KXNCAAMBTOTAL-26MAR05EVANUNI,125.125,0.875,0.7,55.3125,69.8125,12.86,-12.86,6.64,-6.64
20260305,04:00 PM,Eastern Illinois,Tennessee Martin,Tennessee Martin,27.0,-5.3,121,58,63,,,,,,,,,,,,,,,
20260305,04:00 PM,Loyola MD,Colgate,Colgate,24.0,-9.7,152,71,81,KXNCAAMBSPREAD-26MAR05LMDCOLG,10.391891891891893,-10.391891891891893,0.6918918918918937,6.66,KXNCAAMBTOTAL-26MAR05LMDCOLG,147.1829268292683,4.817073170731703,3.27,68.3955174686882,78.7874093605801,5.25,-5.25,35.36,-35.36
20260305,04:00 PM,Holy Cross,Lehigh,Lehigh,21.0,-7.6,141,67,74,,,,,,,,,,,,,,,
20260305,04:00 PM,Bucknell,Navy,Navy,21.0,-16.7,133,58,75,,,,,,,,,,,,,,,
20260305,02:00 PM,South Carolina St.,North Carolina Central,North Carolina Central,16.0,-5.6,146,70,76,KXNCAAMBSPREAD-26MAR05SCSTNCCU,7.8999999999999995,-7.8999999999999995,2.3,29.11,KXNCAAMBTOTAL-26MAR05SCSTNCCU,145.5,0.5,0.34,68.8,76.7,17.34,-17.34,3.8,-3.8
20260305,05:00 PM,Coppin St.,Morgan St.,Morgan St.,10.0,-9.3,153,72,81,KXNCAAMBSPREAD-26MAR05COPPMORG,6.2894736842105265,-6.2894736842105265,-3.010526315789474,47.87,KXNCAAMBTOTAL-26MAR05COPPMORG,151.5,1.5,0.99,72.60526315789474,78.89473684210526,-22.57,22.57,11.36,-11.36
20260305,04:00 PM,Delaware St.,Maryland Eastern Shore,Maryland Eastern Shore,6.0,-6.3,120,57,63,KXNCAAMBSPREAD-26MAR05DSUUMES,6.357142857142858,-6.357142857142858,0.05714285714285783,0.9,KXNCAAMBTOTAL-26MAR05DSUUMES,126.75,-6.75,5.33,60.19642857142857,66.55357142857143,0.43,-0.43,-47.97,47.97
20260305,05:00 PM,Mississippi Valley St.,Jackson St.,Jackson St.,4.0,-13.0,145,66,79,KXNCAAMBSPREAD-26MAR05MVSUJKST,10.285714285714285,-10.285714285714285,-2.7142857142857153,26.39,KXNCAAMBTOTAL-26MAR05MVSUJKST,146.0,-1.0,0.68,67.85714285714286,78.14285714285714,-20.4,20.4,-7.59,7.59
