date,time,away_team,home_team,bart_predicted_winner,bart_ttq,bart_win_prob_home,bart_win_prob_away,bart_spread_home,bart_total,bart_predicted_score_away,bart_predicted_score_home,kalshi_event_ticker_moneyline,kalshi_win_prob_away,kalshi_win_prob_home,kalshi_moneyline_away,kalshi_moneyline_home,kalshi_event_ticker_spread,kalshi_median_home_margin,kalshi_implied_spread_home,diff_spread_bart_minus_kalshi,kalshi_event_ticker_total,kalshi_median_total,diff_total_bart_minus_kalshi,kalshi_implied_score_away,kalshi_implied_score_home
20250213,05:30 PM,Maryland,Nebraska,Maryland,78.0,0.44999999999999996,0.55,1.3,148,75,73,,,,,,,,,,,,,,
20250213,06:00 PM,Liberty,New Mexico St.,Liberty,67.0,0.39,0.61,2.5,129,66,63,,,,,,,,,,,,,,
20250213,08:00 PM,San Francisco,Gonzaga,Gonzaga,64.0,0.85,0.15000000000000002,-11.8,154,71,83,,,,,,,,,,,,,,
20250213,05:00 PM,Seattle,Abilene Christian,Seattle,59.0,0.43000000000000005,0.57,1.6,135,68,67,,,,,,,,,,,,,,
20250213,04:30 PM,Jacksonville St.,Sam Houston St.,Sam Houston St.,59.0,0.51,0.49,-0.3,149,74,75,,,,,,,,,,,,,,
20250213,04:30 PM,Kennesaw St.,Louisiana Tech,Louisiana Tech,57.0,0.69,0.31000000000000005,-5.1,143,69,74,,,,,,,,,,,,,,
20250213,05:00 PM,Nebraska Omaha,South Dakota St.,South Dakota St.,56.0,0.78,0.21999999999999997,-8.3,154,73,81,,,,,,,,,,,,,,
20250213,02:00 PM,Cal Baptist,UT Arlington,Cal Baptist,55.0,0.47,0.53,0.9,147,74,73,,,,,,,,,,,,,,
20250213,04:00 PM,James Madison,Georgia Southern,James Madison,55.0,0.38,0.62,3.2,147,75,72,,,,,,,,,,,,,,
20250213,06:00 PM,UC Riverside,UC Davis,UC Davis,53.0,0.54,0.45999999999999996,-0.9,133,66,67,,,,,,,,,,,,,,
20250213,06:00 PM,Memphis,South Florida,Memphis,51.0,0.25,0.75,7.2,151,79,72,,,,,,,,,,,,,,
20250213,04:00 PM,Charleston,UNC Wilmington,UNC Wilmington,47.0,0.75,0.25,-7.2,151,72,79,,,,,,,,,,,,,,
20250213,05:00 PM,UMKC,South Dakota,South Dakota,47.0,0.62,0.38,-3.3,159,78,81,,,,,,,,,,,,,,
20250213,05:30 PM,Tennessee St.,Eastern Illinois,Tennessee St.,47.0,0.38,0.62,2.9,143,73,70,,,,,,,,,,,,,,
20250213,04:00 PM,Drexel,Hampton,Hampton,46.0,0.52,0.48,-0.4,127,63,64,,,,,,,,,,,,,,
20250213,08:00 PM,UC Santa Barbara,UC Irvine,UC Irvine,45.0,0.81,0.18999999999999995,-8.8,137,64,73,,,,,,,,,,,,,,
20250213,05:00 PM,Marshall,South Alabama,South Alabama,45.0,0.75,0.25,-6.3,133,63,70,,,,,,,,,,,,,,
20250213,07:00 PM,Oregon St.,Portland,Oregon St.,44.0,0.15000000000000002,0.85,11.3,147,79,68,,,,,,,,,,,,,,
20250213,04:00 PM,Hofstra,William & Mary,William & Mary,44.0,0.62,0.38,-3.1,143,70,73,,,,,,,,,,,,,,
