date,time,away_team,home_team,bart_predicted_winner,bart_ttq,bart_spread_home,bart_total,bart_predicted_score_away,bart_predicted_score_home,kalshi_event_ticker_spread,kalshi_median_home_margin,kalshi_implied_spread_home,diff_spread_bart_minus_kalshi,pct_spread,kalshi_event_ticker_total,kalshi_median_total,diff_total_bart_minus_kalshi,pct_total,kalshi_implied_score_away,kalshi_implied_score_home,ev_pct_spread_home,ev_pct_spread_away,ev_pct_over,ev_pct_under
20260308,03:00 PM,Marist,Merrimack,Merrimack,50.0,-1.9,124,61,63,KXNCAAMBSPREAD-26MAR08MRSTMRMK,4.340000000000001,-4.340000000000001,2.440000000000001,56.22,KXNCAAMBTOTAL-26MAR08MRSTMRMK,125.20588235294117,-1.205882352941174,0.96,60.432941176470585,64.77294117647058,18.38,-18.38,-9.14,9.14
20260308,01:00 PM,East Tennessee St.,Western Carolina,East Tennessee St.,50.0,2.7,151,77,74,,,,,,,,,,,,,,,
20260308,03:00 PM,Southern Miss,Troy,Troy,49.0,-3.3,145,71,74,KXNCAAMBSPREAD-26MAR08USMTROY,5.363636363636363,-5.363636363636363,2.0636363636363635,38.47,KXNCAAMBTOTAL-26MAR08USMTROY,141.8125,3.1875,2.25,68.22443181818181,73.58806818181819,15.58,-15.58,23.85,-23.85
20260308,09:00 AM,Colgate,Lehigh,Lehigh,46.0,-0.8,147,73,74,KXNCAAMBSPREAD-26MAR08COLGLEH,-2.833333333333334,2.833333333333334,-3.6333333333333337,128.24,KXNCAAMBTOTAL-26MAR08COLGLEH,146.3235294117647,0.6764705882353041,0.46,74.57843137254902,71.74509803921568,-27.07,27.07,5.14,-5.14
20260308,12:00 PM,Temple,Tulsa,Tulsa,45.0,-14.0,154,70,84,KXNCAAMBSPREAD-26MAR08TEMTLSA,10.875,-10.875,-3.125,28.74,KXNCAAMBTOTAL-26MAR08TEMTLSA,153.07142857142858,0.9285714285714164,0.61,71.09821428571429,81.97321428571429,-23.4,23.4,7.05,-7.05
20260308,05:30 PM,Fairfield,Siena,Siena,45.0,-2.7,141,69,72,KXNCAAMBSPREAD-26MAR08FAIRSIE,1.5000000000000009,-1.5000000000000009,-1.1999999999999993,80.0,KXNCAAMBTOTAL-26MAR08FAIRSIE,137.96153846153845,3.038461538461547,2.2,68.23076923076923,69.73076923076923,-9.1,9.1,22.77,-22.77
20260308,11:00 AM,Charlotte,South Florida,South Florida,43.0,-15.8,156,70,86,KXNCAAMBSPREAD-26MAR08CHARUSF,16.875,-16.875,1.0749999999999993,6.37,KXNCAAMBTOTAL-26MAR08CHARUSF,153.9,2.0999999999999943,1.36,68.5125,85.3875,8.15,-8.15,15.85,-15.85
20260308,05:30 PM,Nicholls St.,Northwestern St.,Nicholls St.,40.0,2.9,141,72,69,,,,,,,,,,,,,,,
20260308,04:30 PM,Idaho St.,Portland St.,Portland St.,39.0,-5.8,138,66,72,KXNCAAMBSPREAD-26MAR08IDSTPRST,6.772727272727273,-6.772727272727273,0.9727272727272736,14.36,KXNCAAMBTOTAL-26MAR08IDSTPRST,140.57692307692307,-2.576923076923066,1.83,66.90209790209789,73.67482517482517,7.38,-7.38,-19.39,19.39
20260308,06:00 PM,North Dakota,North Dakota St.,North Dakota St.,37.0,-9.4,149,70,79,,,,,,,,,,,,,,,
20260308,03:30 PM,Furman,UNC Greensboro,Furman,36.0,5.8,148,77,71,,,,,,,,,,,,,,,
20260308,12:00 PM,East Carolina,UAB,UAB,35.0,-12.7,148,68,80,KXNCAAMBSPREAD-26MAR08ECUUAB,10.1,-10.1,-2.5999999999999996,25.74,KXNCAAMBTOTAL-26MAR08ECUUAB,148.75,-0.75,0.5,69.325,79.425,-19.56,19.56,-5.69,5.69
20260308,03:00 PM,Houston Christian,New Orleans,New Orleans,34.0,-6.8,145,69,76,KXNCAAMBSPREAD-26MAR08HCUUNO,4.147058823529411,-4.147058823529411,-2.6529411764705886,63.97,KXNCAAMBTOTAL-26MAR08HCUUNO,143.0,2.0,1.4,69.42647058823529,73.57352941176471,-19.95,19.95,15.11,-15.11
20260308,11:00 AM,Boston University,Navy,Navy,32.0,-9.1,137,64,73,KXNCAAMBSPREAD-26MAR08BUNAVY,7.264705882352941,-7.264705882352941,-1.8352941176470585,25.26,KXNCAAMBTOTAL-26MAR08BUNAVY,137.33333333333334,-0.3333333333333428,0.24,65.03431372549021,72.29901960784314,-13.88,13.88,-2.53,2.53
20260308,12:00 PM,UTSA,Rice,Rice,20.0,-14.0,149,67,82,KXNCAAMBSPREAD-26MAR08UTSARICE,11.75,-11.75,-2.25,19.15,KXNCAAMBTOTAL-26MAR08UTSARICE,150.3,-1.3000000000000114,0.86,69.275,81.025,-16.97,16.97,-9.85,9.85
