date,time,away_team,home_team,bart_predicted_winner,bart_ttq,bart_win_prob_home,bart_win_prob_away,bart_spread_home,bart_total,bart_predicted_score_away,bart_predicted_score_home,kalshi_event_ticker_moneyline,kalshi_win_prob_away,kalshi_win_prob_home,kalshi_moneyline_away,kalshi_moneyline_home,kalshi_event_ticker_spread,kalshi_median_home_margin,kalshi_implied_spread_home,diff_spread_bart_minus_kalshi,kalshi_event_ticker_total,kalshi_median_total,diff_total_bart_minus_kalshi,kalshi_implied_score_away,kalshi_implied_score_home
20260222,01:00 PM,Iowa,Wisconsin,Wisconsin,80.0,0.62,0.38,-3.3,149,73,76,KXNCAAMBGAME-26FEB22IOWAWIS,0.405,0.605,147,-153,KXNCAAMBSPREAD-26FEB22IOWAWIS,3.3750000000000004,-3.3750000000000004,0.07500000000000062,KXNCAAMBTOTAL-26FEB22IOWAWIS,146.73076923076923,2.2692307692307736,71.67788461538461,75.05288461538461
20260222,10:00 AM,Ohio St.,Michigan St.,Michigan St.,71.0,0.79,0.20999999999999996,-8.3,144,68,76,KXNCAAMBGAME-26FEB22OSUMSU,0.185,0.825,441,-471,KXNCAAMBSPREAD-26FEB22OSUMSU,9.630434782608695,-9.630434782608695,1.3304347826086946,KXNCAAMBTOTAL-26FEB22OSUMSU,146.1875,-2.1875,68.27853260869566,77.90896739130434
20260222,01:00 PM,Florida Atlantic,North Texas,North Texas,64.0,0.53,0.47,-0.6,137,68,69,KXNCAAMBGAME-26FEB22FAUUNT,0.435,0.565,130,-130,KXNCAAMBSPREAD-26FEB22FAUUNT,2.74,-2.74,2.14,KXNCAAMBTOTAL-26FEB22FAUUNT,140.66666666666666,-3.666666666666657,68.96333333333332,71.70333333333333
20260222,09:00 AM,UAB,Memphis,Memphis,54.0,0.74,0.26,-6.7,147,70,77,KXNCAAMBGAME-26FEB22UABMEM,0.365,0.645,174,-182,KXNCAAMBSPREAD-26FEB22UABMEM,4.5,-4.5,-2.2,KXNCAAMBTOTAL-26FEB22UABMEM,152.26923076923077,-5.269230769230774,73.88461538461539,78.38461538461539
20260222,10:00 AM,Green Bay,Detroit Mercy,Detroit Mercy,50.0,0.58,0.42000000000000004,-2.0,150,74,76,KXNCAAMBGAME-26FEB22GBDET,0.505,0.5,-102,-100,KXNCAAMBSPREAD-26FEB22GBDET,0.1666666666666683,-0.1666666666666683,-1.8333333333333317,KXNCAAMBTOTAL-26FEB22GBDET,147.42857142857142,2.5714285714285836,73.63095238095238,73.79761904761904
20260222,11:00 AM,Northern Kentucky,Youngstown St.,Youngstown St.,48.0,0.68,0.31999999999999995,-5.0,153,74,79,KXNCAAMBGAME-26FEB22NKUYSU,0.42,0.58,138,-138,KXNCAAMBSPREAD-26FEB22NKUYSU,2.6860465116279064,-2.6860465116279064,-2.3139534883720936,KXNCAAMBTOTAL-26FEB22NKUYSU,152.92857142857142,0.07142857142858361,75.12126245847176,77.80730897009965
20260222,11:00 AM,Towson,Drexel,Drexel,44.0,0.63,0.37,-2.8,121,59,62,KXNCAAMBGAME-26FEB22TOWSDREX,0.54,0.465,-117,115,KXNCAAMBSPREAD-26FEB22TOWSDREX,-0.8636363636363651,0.8636363636363651,-3.663636363636365,KXNCAAMBTOTAL-26FEB22TOWSDREX,131.0,-10.0,65.93181818181819,65.06818181818181
20260222,11:00 AM,Purdue Fort Wayne,Cleveland St.,Cleveland St.,44.0,0.57,0.43000000000000005,-2.0,164,81,83,KXNCAAMBGAME-26FEB22PFWCLEV,0.575,0.425,-135,135,KXNCAAMBSPREAD-26FEB22PFWCLEV,-2.318181818181818,2.318181818181818,-4.318181818181818,KXNCAAMBTOTAL-26FEB22PFWCLEV,160.5,3.5,81.4090909090909,79.0909090909091
20260222,11:00 AM,Robert Morris,Wright St.,Wright St.,43.0,0.77,0.22999999999999998,-7.6,145,69,76,KXNCAAMBGAME-26FEB22RMUWRST,0.365,0.635,174,-174,KXNCAAMBSPREAD-26FEB22RMUWRST,4.282608695652174,-4.282608695652174,-3.317391304347826,KXNCAAMBTOTAL-26FEB22RMUWRST,146.875,-1.875,71.2961956521739,75.5788043478261
20260222,09:00 AM,Boston University,Lehigh,Lehigh,42.0,0.54,0.45999999999999996,-0.9,143,71,72,KXNCAAMBGAME-26FEB22BULEH,0.545,0.455,-120,120,KXNCAAMBSPREAD-26FEB22BULEH,-1.5,1.5,-2.4,KXNCAAMBTOTAL-26FEB22BULEH,142.14285714285714,0.8571428571428612,71.82142857142857,70.32142857142857
20260222,11:00 AM,Rice,Tulane,Tulane,40.0,0.73,0.27,-6.4,145,69,76,KXNCAAMBGAME-26FEB22RICETULN,0.305,0.695,228,-228,KXNCAAMBSPREAD-26FEB22RICETULN,5.000000000000001,-5.000000000000001,-1.3999999999999995,KXNCAAMBTOTAL-26FEB22RICETULN,146.0625,-1.0625,70.53125,75.53125
20260222,09:00 AM,American,Lafayette,American,39.0,0.4,0.6,2.5,142,72,70,KXNCAAMBGAME-26FEB22AMERLAF,0.68,0.325,-213,208,KXNCAAMBSPREAD-26FEB22AMERLAF,-4.62,4.62,-2.12,KXNCAAMBTOTAL-26FEB22AMERLAF,141.5,0.5,73.06,68.44
20260222,11:00 AM,Saint Peter's,Siena,Siena,38.0,0.72,0.28,-5.4,135,65,70,KXNCAAMBGAME-26FEB22SPCSIE,0.31,0.69,223,-223,KXNCAAMBSPREAD-26FEB22SPCSIE,5.749999999999999,-5.749999999999999,0.34999999999999876,KXNCAAMBTOTAL-26FEB22SPCSIE,136.0,-1.0,65.125,70.875
20260222,11:00 AM,Fairfield,Quinnipiac,Quinnipiac,38.0,0.76,0.24,-7.6,150,71,79,KXNCAAMBGAME-26FEB22FAIRQUIN,0.295,0.705,239,-239,KXNCAAMBSPREAD-26FEB22FAIRQUIN,6.1818181818181825,-6.1818181818181825,-1.418181818181817,KXNCAAMBTOTAL-26FEB22FAIRQUIN,148.73076923076923,1.2692307692307736,71.27447552447552,77.4562937062937
20260222,12:00 PM,Milwaukee,Oakland,Oakland,35.0,0.82,0.18000000000000005,-11.2,165,77,88,KXNCAAMBGAME-26FEB22MILWOAK,0.265,0.745,277,-292,KXNCAAMBSPREAD-26FEB22MILWOAK,6.760869565217392,-6.760869565217392,-4.439130434782608,KXNCAAMBTOTAL-26FEB22MILWOAK,160.3,4.699999999999989,76.7695652173913,83.53043478260871
20260222,10:00 AM,Iona,Merrimack,Merrimack,35.0,0.81,0.18999999999999995,-9.0,137,64,73,KXNCAAMBGAME-26FEB22IONAMRMK,0.245,0.765,308,-326,KXNCAAMBSPREAD-26FEB22IONAMRMK,7.5,-7.5,-1.5,KXNCAAMBTOTAL-26FEB22IONAMRMK,136.3,0.6999999999999886,64.4,71.9
20260222,10:00 AM,Sacred Heart,Marist,Marist,29.0,0.84,0.16000000000000003,-10.7,142,66,76,KXNCAAMBGAME-26FEB22SHUMRST,0.235,0.765,326,-326,KXNCAAMBSPREAD-26FEB22SHUMRST,7.326086956521738,-7.326086956521738,-3.373913043478261,KXNCAAMBTOTAL-26FEB22SHUMRST,145.83333333333334,-3.833333333333343,69.2536231884058,76.57971014492755
20260222,09:00 AM,Holy Cross,Bucknell,Bucknell,28.0,0.63,0.37,-3.1,139,68,71,KXNCAAMBGAME-26FEB22HCBUCK,0.415,0.605,141,-153,KXNCAAMBSPREAD-26FEB22HCBUCK,2.34,-2.34,-0.7600000000000002,KXNCAAMBTOTAL-26FEB22HCBUCK,142.14705882352942,-3.14705882352942,69.90352941176471,72.24352941176471
20260222,09:00 AM,Niagara,Rider,Niagara,27.0,0.49,0.51,0.3,129,65,64,KXNCAAMBGAME-26FEB22NIAGRID,0.535,0.465,-115,115,KXNCAAMBSPREAD-26FEB22NIAGRID,-1.625,1.625,-1.325,KXNCAAMBTOTAL-26FEB22NIAGRID,131.02941176470588,-2.029411764705884,66.32720588235294,64.70220588235294
20260222,01:00 PM,UTSA,Tulsa,Tulsa,26.0,0.98,0.020000000000000018,-30.0,160,65,95,KXNCAAMBGAME-26FEB22UTSATLSA,0.045,0.965,2122,-2757,KXNCAAMBSPREAD-26FEB22UTSATLSA,22.2,-22.2,-7.800000000000001,KXNCAAMBTOTAL-26FEB22UTSATLSA,157.66666666666666,2.333333333333343,67.73333333333333,89.93333333333332
20260222,11:00 AM,Canisius,Mount St. Mary's,Mount St. Mary's,18.0,0.82,0.18000000000000005,-8.5,131,61,70,KXNCAAMBGAME-26FEB22CANMSM,0.24,0.765,317,-326,KXNCAAMBSPREAD-26FEB22CANMSM,7.326086956521738,-7.326086956521738,-1.1739130434782616,KXNCAAMBTOTAL-26FEB22CANMSM,135.2058823529412,-4.205882352941188,63.93989769820973,71.26598465473147
